1956,1973,1990,2007
Coos,NH,28,39135,37014,34893,32772
Coos,OR,36,54313,57377,60441,63505
Coosa,AL,0,11485,11278,11071,10864
Copiah,MS,23,24259,25945,27631,29317
Corson,SD,40,4097,4133,4169,4205
Cortland,NY,31,50643,49885,49127,48369
Coryell,TX,42,48711,56526,64341,72156
Coshocton,OH,34,33671,34561,35451,36341
Costilla,CO,5,2931,3057,3183,3309
Cottle,TX,42,3443,2832,2221,1610
Cotton,OK,35,7319,6979,6639,6299
Cottonwood,MN,22,15258,13955,12652,11349
Covington,AL,0,35543,36031,36519,37007
Covington,MS,23,8988,12779,16570,20361
Covington,VA,45,9660,8496,7332,6168
Coweta,GA,9,13621,27243,54487,118936
Cowley,KS,15,42297,39615,36933,34251
Cowlitz,WA,46,46500,64489,82478,100467
Craig,OK,35,11817,12943,14069,15195
Craig,VA,45,2876,3631,4386,5141
Craighead,AR,3,24964,47160,69356,91552
Crane,TX,42,6148,5386,4624,3862
Craven,NC,32,52901,67516,82131,96746
Crawford,AR,3,10242,26505,42768,59031
Crawford,GA,9,2247,5659,9071,12483
Crawford,IA,14,17053,16895,16737,16579
Crawford,IL,12,18948,19169,19390,19611
Crawford,IN,13,8193,9056,9919,10782
Crawford,KS,15,29014,32296,35578,38860
Crawford,MI,21,7857,10088,12319,14550
Crawford,MO,24,9562,14400,19238,24076
Crawford,OH,34,55003,51411,47819,44227
Crawford,PA,37,81289,83747,86205,88663
Crawford,WI,48,13797,14864,15931,16998
Creek,OK,35,44293,52553,60813,69073
Crenshaw,AL,0,13184,13391,13598,13805
Crisp,GA,9,15816,17919,20022,22125
Crittenden,AR,3,45671,47815,49959,52103
Crittenden,KY,16,9301,9244,9187,9130
Crockett,TN,41,11710,12551,13392,14233
Crockett,TX,42,4623,4345,4067,3789
Crook,OR,36,2805,5610,14258,22906
Crook,WY,49,3338,4320,5302,6284
Crosby,TX,42,9364,8346,7328,6310
Cross,AR,3,20326,19779,19232,18685
Crow Wing,MN,22,10126,27300,44474,61648
Crowley,CO,5,624,1249,3946,6643
Culberson,TX,42,5250,4328,3406,2484
Cullman,AL,0,42367,55096,67825,80554
Culpeper,VA,45,5234,10469,28096,45723
Cumberland,IL,12,10392,10542,10692,10842
Cumberland,KY,16,6582,6680,6778,6876
Cumberland,ME,18,180847,212356,243865,275374
Cumberland,NC,32,214466,245150,275834,306518
Cumberland,NJ,29,104010,121188,138366,155544
Cumberland,PA,37,131821,163887,195953,228019
Cumberland,TN,41,8477,16954,34997,53040
Cumberland,VA,45,4295,6072,7849,9626
Cuming,NE,26,11597,10853,10109,9365
Currituck,NC,32,1819,3638,13799,23960
Curry,NM,30,36316,39320,42324,45328
Curry,OR,36,14813,17131,19449,21767
Custer,CO,5,0,971,1942,4025
Custer,ID,11,4160,4162,4164,4166
Custer,MT,25,12676,12180,11684,11188
Custer,NE,26,15133,13705,12277,10849
Custer,OK,35,28220,27517,26814,26111
Custer,SD,40,2862,4514,6166,7818
Cuyahoga,OH,34,1645173,1528768,1412363,1295958
Dade,GA,9,7350,10266,13182,16098
Dade,MO,24,7262,7349,7436,7523
Daggett,UT,43,243,471,699,927
Dakota,MN,22,52642,165254,277866,390478
Dakota,NE,26,9863,13346,16829,20312
Dale,AL,0,52500,51050,49600,48150
Dallam,TX,42,4088,4767,5446,6125
Dallas,AL,0,57887,52951,48015,43079
Dallas,AR,3,12317,10961,9605,8249
Dallas,IA,14,1260,2520,29904,57288
Dallas,MO,24,4522,8625,12728,16831
Dallas,TX,42,857616,1360581,1863546,2366511
Dane,WI,48,151762,260103,368444,476785
Daniels,MT,25,3438,2842,2246,1650
Danville,VA,45,69607,61387,53167,44947
Dare,NC,32,1235,12082,22929,33776
Darke,OH,34,56444,55031,53618,52205
Darlington,SC,39,52382,57199,62016,66833
Dauphin,PA,37,204320,221450,238580,255710
Davidson,NC,32,68465,97820,127175,156530
Davidson,TN,41,297165,404652,512139,619626
Davie,NC,32,3064,15548,28032,40516
Daviess,IN,13,22688,25137,27586,30035
Daviess,KY,16,74280,80772,87264,93756
Daviess,MO,24,7654,7757,7860,7963
Davis,IA,14,7819,8070,8321,8572
Davis,UT,43,44768,89536,188841,288146
Davison,SD,40,14547,16038,17529,19020
Dawes,NE,26,9280,9126,8972,8818
Dawson,GA,9,2382,4765,9531,21484
Dawson,MT,25,11114,10262,9410,8558
Dawson,NE,26,10608,15320,20032,24744
Dawson,TX,42,15202,14758,14314,13870
Day,SD,40,9567,8267,6967,5667
De Baca,NM,30,2906,2576,2246,1916
De Soto,LA,17,24244,24919,25594,26269
De Witt,IL,12,16788,16671,16554,16437
Deaf Smith,TX,42,20588,19876,19164,18452
Dearborn,IN,13,17419,28199,38979,49759
Decatur,GA,9,19631,22602,25573,28544
Decatur,IA,14,8091,8197,8303,8409
Decatur,IN,13,20987,22311,23635,24959
Decatur,KS,15,6123,5067,4011,2955
Decatur,TN,41,8774,9629,10484,11339
Deer Lodge,MT,25,13301,11818,10335,8852
Defiance,OH,34,41069,40227,39385,38543
DeKalb,AL,0,28593,41734,54875,68016
DeKalb,GA,9,174779,362217,549655,737093
DeKalb,IL,12,27583,52965,78347,103729
DeKalb,IN,13,22797,29130,35463,41796
DeKalb,MO,24,5457,7716,9975,12234
DeKalb,TN,41,6436,10436,14436,18436
Del Norte,CA,4,13914,18950,23986,29022
Delaware,IA,14,19220,18633,18046,17459
Delaware,IN,13,128484,124129,119774,115419
Delaware,NY,31,49820,48642,47464,46286
Delaware,OH,34,0,33741,67482,160865
Delaware,OK,35,3590,15862,28134,40406
Delaware,PA,37,535301,541667,548033,554399
Delta,CO,5,2491,11772,21053,30334
Delta,MI,21,38813,38331,37849,37367
Delta,TX,42,3683,4247,4811,5375
Denali,AK,1,0,0,0,1838
Dent,MO,24,11091,12415,13739,15063
Denton,TX,42,0,138218,276436,612357
Denver,CO,5,227719,347929,468139,588349
Des Moines,IA,14,46602,44635,42668,40701
Deschutes,OR,36,19013,38026,76053,154028
Desha,AR,3,22784,19789,16794,13799
DeSoto,FL,8,2932,13513,24094,34675
DeSoto,MS,23,0,34310,68620,149393
Deuel,NE,26,2946,2595,2244,1893
Deuel,SD,40,5048,4785,4522,4259
Dewey,OK,35,7935,6736,5537,4338
Dewey,SD,40,4592,5063,5534,6005
DeWitt,TX,42,16952,17878,18804,19730
Dickens,TX,42,2634,2593,2552,2511
Dickenson,VA,45,20320,18936,17552,16168
Dickey,ND,33,7423,6734,6045,5356
Dickinson,IA,14,11413,13174,14935,16696
Dickinson,KS,15,18870,18899,18928,18957
Dickinson,MI,21,26892,26907,26922,26937
Dickson,TN,41,11033,23144,35255,47366
Dillingham,AK,1,2095,3062,4029,4996
Dillon,SC,39,25966,27542,29118,30694
Dimmit,TX,42,11468,10927,10386,9845
Dinwiddie,VA,45,15466,18893,22320,25747
District of Columbia,,50,639379,622350,605321,588292
Divide,ND,33,4626,3752,2878,2004
Dixie,FL,8,2138,6406,10674,14942
Dixon,NE,26,5958,6053,6148,6243
Doddridge,WV,47,6476,6738,7000,7262
Dodge,GA,9,12938,15306,17674,20042
Dodge,MN,22,8335,12074,15813,19552
Dodge,NE,26,31489,32994,34499,36004
Dodge,WI,48,54618,65674,76730,87786
Dolores,CO,5,687,1096,1505,1914
Dona Ana,NM,30,12197,74395,136593,198791
Doniphan,KS,15,8857,8490,8123,7756
Donley,TX,42,3191,3431,3671,3911
Dooly,GA,9,6633,8286,9939,11592
Door,WI,48,21487,23595,25703,27811
Dorchester,MD,19,27154,28718,30282,31846
Dorchester,SC,39,4531,44189,83847,123505
Dougherty,GA,9,97589,96957,96325,95693
Douglas,CO,5,0,30835,61670,272117
Douglas,GA,9,9363,18727,71611,124495
Douglas,IL,12,19184,19322,19460,19598
Douglas,KS,15,19711,50970,82229,113488
Douglas,MN,22,14031,21379,28727,36075
Douglas,MO,24,8994,10455,11916,13377
Douglas,NE,26,258991,338466,417941,497416
Douglas,NV,27,5307,10614,28010,45406
Douglas,OR,36,76912,85981,95050,104119
Douglas,SD,40,5169,4452,3735,3018
Douglas,WA,46,6813,16601,26389,36177
Douglas,WI,48,37970,39887,41804,43721
Drew,AR,3,14644,16011,17378,18745
Dubois,IN,13,27536,32099,36662,41225
Dubuque,IA,14,74668,80565,86462,92359
Duchesne,UT,43,5392,9000,12608,16216
Dukes,MA,20,4091,7889,11687,15485
Dundy,NE,26,3687,3135,2583,2031
Dunklin,MO,24,36204,34677,33150,31623
Dunn,ND,33,5324,4652,3980,3308
Dunn,WI,48,23336,29667,35998,42329
DuPage,IL,12,498920,642344,785768,929192
Duplin,NC,32,14390,27253,40116,52979
Durham,NC,32,36435,109790,183145,256500
Dutchess,NY,31,195222,227730,260238,292746
Duval,FL,8,334920,506333,677746,849159
Duval,TX,42,14176,13513,12850,12187
Dyer,TN,41,29467,32206,34945,37684
Eagle,CO,5,5574,11148,22297,51359
Early,GA,9,11905,11882,11859,11836
East Baton Rouge,LA,17,282957,332077,381197,430317
East Carroll,LA,17,12385,11024,9663,8302
East Feliciana,LA,17,15892,17539,19186,20833
Eastland,TX,42,18610,18519,18428,18337
Eaton,MI,21,64769,78976,93183,107390
Eau Claire,WI,48,61319,73348,85377,97406
Echols,GA,9,325,651,2372,4093
Ector,TX,42,96816,107734,118652,129570
Eddy,ND,33,3927,3428,2929,2430
Eddy,NM,30,44147,46432,48717,51002
Edgar,IL,12,20824,20189,19554,18919
Edgecombe,NC,32,64530,60569,56608,52647
Edgefield,SC,39,4687,11603,18519,25435
Edmonson,KY,16,7088,8718,10348,11978
Edmunds,SD,40,5019,4682,4345,4008
Edwards,IL,12,9122,8272,7422,6572
Edwards,KS,15,5143,4464,3785,3106
Edwards,TX,42,2904,2582,2260,1938
Effingham,GA,9,622,1244,25986,50728
Effingham,IL,12,26827,29293,31759,34225
El Dorado,CA,4,32478,80215,127952,175689
El Paso,CO,5,17929,207710,397491,587272
El Paso,TX,42,316712,456031,595350,734669
Elbert,CO,5,0,4876,9752,22720
Elbert,GA,9,15893,17437,18981,20525
Elk,KS,15,3892,3608,3324,3040
Elk,PA,37,39345,37100,34855,32610
Elkhart,IN,13,73667,115092,156517,197942
Elko,NV,27,8406,21274,34142,47010
Elliott,KY,16,5069,5759,6449,7139
Ellis,KS,15,23021,24502,25983,27464
Ellis,OK,35,5585,5027,4469,3911
Ellis,TX,42,13673,27346,85407,143468
Ellsworth,KS,15,7132,6858,6584,6310
Elmore,AL,0,10721,21443,49484,77525
Elmore,ID,11,6191,13746,21301,28856
Emanuel,GA,9,16862,18731,20600,22469
Emery,UT,43,10132,10221,10310,10399
Emmet,IA,14,13948,12770,11592,10414
Emmet,MI,21,8811,17005,25199,33393
Emmons,ND,33,7487,6148,4809,3470
Emporia,VA,45,5427,5491,5555,5619
Erath,TX,42,13004,20547,28090,35633
Erie,NY,31,1082664,1026222,969780,913338
Erie,OH,34,76096,76505,76914,77323
Erie,PA,37,269549,272730,275911,279092
Escambia,AL,0,31378,33452,35526,37600
Escambia,FL,8,177002,220137,263272,306407
Esmeralda,NV,27,2639,1991,1343,695
Essex,MA,20,546825,608917,671009,733101
Essex,NJ,29,783518,781041,778564,776087
Essex,NY,31,35620,36453,37286,38119
Essex,VA,45,4436,6578,8720,10862
Essex,VT,44,6243,6327,6411,6495
Estill,KY,16,14072,14373,14674,14975
Etowah,AL,0,92993,96401,99809,103217
Eureka,NV,27,1499,1519,1539,1559
Evangeline,LA,17,28051,30669,33287,35905
Evans,GA,9,3195,5965,8735,11505
Fairbanks North Star,AK,1,39233,58650,78067,97484
Fairfax,VA,45,444801,633281,821761,1010241
Fairfax,VA,45,13194,16579,19964,23349
Fairfield,CT,6,696550,762705,828860,895015
Fairfield,OH,34,28833,66328,103823,141318
Fairfield,SC,39,20327,21329,22331,23333
Fall River,SD,40,7540,7430,7320,7210
Fallon,MT,25,3818,3444,3070,2696
Falls Church,VA,45,6262,7824,9386,10948
Falls,TX,42,18925,18333,17741,17149
Fannin,GA,9,3023,9542,16061,22580
Fannin,TX,42,8365,16599,24833,33067
Faribault,MN,22,20914,18899,16884,14869
Faulk,SD,40,3671,3206,2741,2276
Faulkner,AR,3,8070,16141,60503,104865
Fauquier,VA,45,14068,31488,48908,66328
Fayette,AL,0,18722,18364,18006,17648
Fayette,GA,9,10140,20280,63212,106144
Fayette,IA,14,24801,23345,21889,20433
Fayette,IL,12,19750,20322,20894,21466
Fayette,IN,13,29463,27733,26003,24273
Fayette,KY,16,121835,174238,226641,279044
Fayette,OH,34,25887,26694,27501,28308
Fayette,PA,37,147316,146396,145476,144556
Fayette,TN,41,2261,13905,25549,37193
Fayette,TX,42,15010,17519,20028,22537
Fayette,WV,47,50933,49400,47867,46334
Fentress,TN,41,9071,11854,14637,17420
Fergus,MT,25,13878,12979,12080,11181
Ferry,WA,46,4241,5285,6329,7373
Fillmore,MN,22,20251,20513,20775,21037
Fillmore,NE,26,9162,8125,7088,6051
Finney,KS,15,23010,28105,33200,38295
Fisher,TX,42,6546,5683,4820,3957
Flagler,FL,8,0,14737,29474,88397
Flathead,MT,25,4947,32246,59545,86844
Fleming,KY,16,7465,9875,12285,14695
Florence,SC,39,80298,97494,114690,131886
Florence,WI,48,4345,4486,4627,4768
Floyd,GA,9,53213,67348,81483,95618
Floyd,IA,14,18556,17806,17056,16306
Floyd,IN,13,48227,56506,64785,73064
Floyd,KY,16,46545,45037,43529,42021
Floyd,TX,42,12070,10265,8460,6655
Floyd,VA,45,6664,9323,11982,14641
Fluvanna,VA,45,3138,6276,12553,25329
Foard,TX,42,2503,2142,1781,1420
Fond du Lac,WI,48,72640,81468,90296,99124
Ford,IL,12,14338,14282,14226,14170
Ford,KS,15,15835,21670,27505,33340
Forest,PA,37,529,2671,4813,6955
Forest,WI,48,6738,7761,8784,9807
Forrest,MS,23,48340,58307,68274,78241
Forsyth,GA,9,11184,22368,44737,158914
Forsyth,NC,32,123017,194936,266855,338774
Fort Bend,TX,42,57047,114095,228191,509822
Foster,ND,33,4909,4436,3963,3490
Fountain,IN,13,19108,18453,17798,17143
Franklin,AL,0,22528,25165,27802,30439
Franklin,AR,3,8503,11721,14939,18157
Franklin,FL,8,6874,7926,8978,10030
Franklin,GA,9,6529,11617,16705,21793
Franklin,IA,14,12917,12134,11351,10568
Franklin,ID,11,3371,6315,9259,12203
Franklin,IL,12,41744,40993,40242,39491
Franklin,IN,13,12347,15976,19605,23234
Franklin,KS,15,13180,17613,22046,26479
Franklin,KY,16,35825,40025,44225,48425
Franklin,LA,17,26918,24632,22346,20060
Franklin,MA,20,67669,68980,70291,71602
Franklin,ME,18,27551,28343,29135,29927
Franklin,MO,24,42955,61985,81015,100045
Franklin,MS,23,8420,8384,8348,8312
Franklin,NC,32,7960,15920,36571,57222
Franklin,NE,26,5480,4706,3932,3158
Franklin,NY,31,39106,42887,46668,50449
Franklin,OH,34,660586,813093,965600,1118107
Franklin,PA,37,81179,101341,121503,141665
Franklin,TN,41,22667,28847,35027,41207
Franklin,TX,42,1335,4588,7841,11094
Franklin,VA,45,17053,28413,39773,51133
Franklin,VA,45,7520,7982,8444,8906
Franklin,VT,44,24891,32572,40253,47934
Franklin,WA,46,2959,5918,37748,69578
Frederick,MD,19,4625,77985,151345,224705
Frederick,VA,45,9771,19542,46211,72880
Fredericksburg,VA,45,13464,16446,19428,22410
Freeborn,MN,22,36729,34905,33081,31257
Freestone,TX,42,9806,12803,15800,18797
Fremont,CO,5,1984,17119,32254,47389
Fremont,IA,14,9566,8901,8236,7571
Fremont,ID,11,7783,9361,10939,12517
Fremont,WY,49,25737,29651,33565,37479
Fresno,CA,4,218210,445256,672302,899348
Frio,TX,42,8405,10981,13557,16133
Frontier,NE,26,3956,3525,3094,2663
Fulton,AR,3,6775,8434,10093,11752
Fulton,GA,9,154628,309257,650697,992137
Fulton,IL,12,40545,39311,38077,36843
Fulton,IN,13,15997,17434,18871,20308
Fulton,KY,16,11187,9723,8259,6795
Fulton,NY,31,52780,53558,54336,55114
Fulton,OH,34,30679,34640,38601,42562
Fulton,PA,37,11708,12785,13862,14939
Furnas,NE,26,7126,6328,5530,4732
Gadsden,FL,8,29407,35337,41267,47197
Gage,NE,26,22001,22407,22813,23219
Gaines,TX,42,12444,13271,14098,14925
Galax,VA,45,6575,6658,6741,6824
Gallatin,IL,12,8656,7779,6902,6025
Gallatin,KY,16,241,2839,5437,8035
Gallatin,MT,25,7131,14263,50811,87359
Gallia,OH,34,31165,31057,30949,30841
Galveston,TX,42,87115,152739,218363,283987
Garden,NE,26,3688,3070,2452,1834
Garfield,CO,5,3563,7127,30379,53631
Garfield,MT,25,2322,1953,1584,1215
Garfield,NE,26,3000,2574,2148,1722
Garfield,OK,35,54744,55715,56686,57657
Garfield,UT,43,2843,3405,3967,4529
Garfield,WA,46,2644,2446,2248,2050
Garland,AR,3,27947,50755,73563,96371
Garrard,KY,16,751,6181,11611,17041
Garrett,MD,19,25454,26845,28236,29627
Garvin,OK,35,25452,26015,26578,27141
Garza,TX,42,6017,5578,5139,4700
Gasconade,MO,24,11379,12719,14059,15399
Gaston,NC,32,120326,147729,175132,202535
Gates,NC,32,4537,6937,9337,11737
Geary,KS,15,41374,35966,30558,25150
Geauga,OH,34,54028,67695,81362,95029
Gem,ID,11,2819,7378,11937,16496
Genesee,MI,21,423384,427161,430938,434715
Genesee,NY,31,64257,62212,60167,58122
Geneva,AL,0,19788,21761,23734,25707
Gentry,MO,24,8034,7439,6844,6249
George,MS,23,6217,11457,16697,21937
Georgetown,SC,39,18964,32809,46654,60499
Gibson,IN,13,30126,31002,31878,32754
Gibson,TN,41,42100,44251,46402,48553
Gila,AZ,2,17281,28852,40423,51994
Gilchrist,FL,8,1242,2485,9751,17017
Giles,TN,41,19361,22582,25803,29024
Giles,VA,45,14600,15476,16352,17228
Gillespie,TX,42,4664,10945,17226,23507
Gilliam,OR,36,1777,1748,1719,1690
Gilmer,GA,9,0,6746,13492,28389
Gilmer,WV,47,9052,8337,7622,6907
Gilpin,CO,5,532,1065,3078,5091
Glacier,MT,25,9710,10934,12158,13382
Glades,FL,8,699,4169,7639,11109
Gladwin,MI,21,13432,17717,22002,26287
Glascock,GA,9,1526,1941,2356,2771
Glasscock,TX,42,1981,1712,1443,1174
Glenn,CA,4,18535,21727,24919,28111
Gloucester,NJ,29,121896,176515,231134,285753
Gloucester,VA,45,14000,22112,30224,38336
Glynn,GA,9,38209,50450,62691,74932
Gogebic,MI,21,21468,19741,18014,16287
Golden Valley,MT,25,483,697,911,1125
Golden Valley,ND,33,2969,2536,2103,1670
Goliad,TX,42,3560,4758,5956,7154
Gonzales,TX,42,12979,15056,17133,19210
Goochland,VA,45,1361,7779,14197,20615
Goodhue,MN,22,30827,35831,40835,45839
Gooding,ID,11,6501,9084,11667,14250
Gordon,GA,9,1611,18422,35233,52044
Goshen,WY,49,13048,12697,12346,11995
Gosper,NE,26,1842,1885,1928,1971
Gove,KS,15,4443,3841,3239,2637
Grady,GA,9,11044,15710,20376,25042
Grady,OK,35,23750,32705,41660,50615
Grafton,NH,28,54164,64614,75064,85514
Graham,AZ,2,10295,18453,26611,34769
Graham,KS,15,5340,4429,3518,2607
Graham,NC,32,5857,6524,7191,7858
Grainger,TN,41,6361,11756,17151,22546
Grand Forks,ND,33,77846,74225,70604,66983
Grand Isle,VT,44,881,3121,5361,7601
Grand Traverse,MI,21,22641,43587,64533,85479
Grand,CO,5,1235,2470,8041,13612
Grand,UT,43,1814,4217,6620,9023
Granite,MT,25,1880,2204,2528,2852
Grant,AR,3,7008,10492,13976,17460
Grant,IN,13,84951,79583,74215,68847
Grant,KS,15,6537,6857,7177,7497
Grant,KY,16,3350,6701,15931,25161
Grant,LA,17,12948,15218,17488,19758
Grant,MN,22,6699,6473,6247,6021
Grant,ND,33,5650,4589,3528,2467
Grant,NE,26,1051,905,759,613
Grant,NM,30,23756,25737,27718,29699
Grant,OK,35,8037,6857,5677,4497
Grant,OR,36,9802,8836,7870,6904
Grant,SD,40,10759,9559,8359,7159
Grant,WA,46,13561,27123,55085,83047
Grant,WI,48,50421,49878,49335,48792
Grant,WV,47,7500,8975,10450,11925
Granville,NC,32,5305,21885,38465,55045
Gratiot,MI,21,32895,35977,39059,42141
Graves,KY,16,25917,29797,33677,37557
Gray,KS,15,4912,5155,5398,5641
Gray,TX,42,27249,25515,23781,22047
Grays Harbor,WA,46,50521,57459,64397,71335
Grayson,KY,16,12621,16866,21111,25356
Grayson,TX,42,48010,71565,95120,118675
Grayson,VA,45,16825,16574,16323,16072
Greeley,KS,15,2695,2229,1763,1297
Greeley,NE,26,4348,3674,3000,2326
Green Lake,WI,48,18471,18559,18647,18735
Green,KY,16,8014,9200,10386,11572
Green,WI,48,19710,25049,30388,35727
Greenbrier,WV,47,34877,34780,34683,34586
Greene,AL,0,12111,11141,10171,9201
Greene,AR,3,14879,23385,31891,40397
Greene,GA,9,4223,8036,11849,15662
Greene,IA,14,11074,10551,10028,9505
Greene,IL,12,18162,16738,15314,13890
Greene,IN,13,26077,28282,30487,32692
Greene,MO,24,98596,153724,208852,263980
Greene,MS,23,4530,7399,10268,13137
Greene,NC,32,5510,10475,15440,20405
Greene,NY,31,36049,40448,44847,49246
Greene,OH,34,102132,119640,137148,154656
Greene,PA,37,39611,39575,39539,39503
Greene,TN,41,36028,46009,55990,65971
Greene,VA,45,1470,2940,10400,17860
Greenlee,AZ,2,8579,8304,8029,7754
Greensville,VA,45,1844,5200,8556,11912
Greenup,KY,16,35872,36338,36804,37270
Greenville,SC,39,109085,215471,321857,428243
Greenwood,KS,15,9510,8671,7832,6993
Greenwood,SC,39,42423,51035,59647,68259
Greer,OK,35,7955,7240,6525,5810
Gregg,TX,42,80969,93019,105069,117119
Gregory,SD,40,7770,6550,5330,4110
Grenada,MS,23,18672,20140,21608,23076
Griggs,ND,33,5070,4179,3288,2397
Grimes,TX,42,5371,12115,18859,25603
Grundy,IA,14,11753,11885,12017,12149
Grundy,IL,12,3194,17844,32494,47144
Grundy,MO,24,11322,10913,10504,10095
Grundy,TN,41,11647,12523,13399,14275
Guadalupe,NM,30,3544,3845,4146,4447
Guadalupe,TX,42,8699,17399,65088,112777
Guernsey,OH,34,36128,37555,38982,40409
Guilford,NC,32,115543,232339,349135,465931
Gulf,FL,8,6340,8913,11486,14059
Gunnison,CO,5,1074,5707,10340,14973
Guthrie,IA,14,10717,10829,10941,11053
Gwinnett,GA,9,89244,178489,356979,776380
Haakon,SD,40,4113,3357,2601,1845
Habersham,GA,9,6663,13326,27799,42272
Haines,AK,1,1781,1949,2117,2285
Hale,AL,0,10377,12955,15533,18111
Hale,TX,42,32521,33591,34661,35731
Halifax,NC,32,56893,56282,55671,55060
Halifax,VA,45,37147,36608,36069,35530
Hall,GA,9,6127,12255,96215,180175
Hall,NE,26,36070,42594,49118,55642
Hall,TX,42,4709,4300,3891,3482
Hamblen,TN,41,28430,39563,50696,61829
Hamilton,FL,8,4317,7645,10973,14301
Hamilton,IA,14,16955,16502,16049,15596
Hamilton,IL,12,8971,8729,8487,8245
Hamilton,IN,13,0,55174,110348,261661
Hamilton,KS,15,1903,2146,2389,2632
Hamilton,NE,26,7963,8408,8853,9298
Hamilton,NY,31,5726,5509,5292,5075
Hamilton,OH,34,915458,891095,866732,842369
Hamilton,TN,41,197421,241670,285919,330168
Hamilton,TX,42,6917,7324,7731,8138
Hamlin,SD,40,3665,4317,4969,5621
Hampden,MA,20,455004,455972,456940,457908
Hampshire,MA,20,134181,140503,146825,153147
Hampshire,WV,47,4664,10635,16606,22577
Hampton,SC,39,12363,15312,18261,21210
Hampton,VA,45,109857,122051,134245,146439
Hancock,GA,9,7654,8292,8930,9568
Hancock,IA,14,15072,13841,12610,11379
Hancock,IL,12,26360,23853,21346,18839
Hancock,IN,13,4448,25067,45686,66305
Hancock,KY,16,6319,7085,7851,8617
Hancock,ME,18,34888,41018,47148,53278
Hancock,MS,23,16341,24123,31905,39687
Hancock,OH,34,48371,56982,65593,74204
Hancock,TN,41,6760,6751,6742,6733
Hancock,WV,47,45162,40171,35180,30189
Hand,SD,40,6159,5197,4235,3273
Hanover,VA,45,14335,28670,63808,98946
Hansford,TX,42,6981,6399,5817,5235
Hanson,SD,40,1698,2339,2980,3621
Haralson,GA,9,8570,15286,22002,28718
Hardee,FL,8,1344,10506,19668,28830
Hardeman,TN,41,14697,19076,23455,27834
Hardeman,TX,42,7478,6360,5242,4124
Hardin,IA,14,22195,20647,19099,17551
Hardin,IL,12,6619,5902,5185,4468
Hardin,KY,16,72608,81055,89502,97949
Hardin,OH,34,30069,30596,31123,31650
Hardin,TN,41,15972,19335,22698,26061
Hardin,TX,42,20877,31117,41357,51597
Harding,NM,30,1523,1254,985,716
Harding,SD,40,2641,2154,1667,1180
Hardy,WV,47,5765,8397,11029,13661
Harford,MD,19,71165,127441,183717,239993
Harlan,KY,16,47412,41963,36514,31065
Harlan,NE,26,4634,4220,3806,3392
Harmon,OK,35,5648,4711,3774,2837
Harnett,NC,32,13669,27339,68030,108721
Harney,OR,36,7670,7369,7068,6767
Harper,KS,15,9677,8391,7105,5819
Harper,OK,35,5642,4846,4050,3254
Harris,GA,9,3300,6601,17837,29073
Harris,TX,42,636071,1735999,2835927,3935855
Harrison,IA,14,13384,14059,14734,15409
Harrison,IN,13,16086,22994,29902,36810
Harrison,KY,16,11700,13984,16268,18552
Harrison,MO,24,7655,8057,8459,8861
Harrison,MS,23,144254,154871,165488,176105
Harrison,OH,34,17099,16568,16037,15506
Harrison,TX,42,45453,51470,57487,63504
Harrison,WV,47,71030,70123,69216,68309
Harrisonburg,VA,45,4760,17853,30946,44039
Hart,GA,9,10995,15410,19825,24240
Hart,KY,16,7939,11429,14919,18409
Hartford,CT,6,804053,828310,852567,876824
Hartley,TX,42,529,2079,3629,5179
Harvey,KS,15,26116,28575,31034,33493
Haskell,KS,15,3576,3728,3880,4032
Haskell,OK,35,8762,9861,10960,12059
Haskell,TX,42,9803,8285,6767,5249
Hawaii,HI,10,18602,70087,121572,173057
Hawkins,TN,41,19932,32306,44680,57054
Hayes,NE,26,1700,1460,1220,980
Hays,TX,42,16441,32883,65767,141480
Haywood,NC,32,28149,37576,47003,56430
Haywood,TN,41,20020,19722,19424,19126
Heard,GA,9,3290,5989,8688,11387
Hemphill,TX,42,4371,4034,3697,3360
Hempstead,AR,3,18588,20134,21680,23226
Henderson,IL,12,9000,8529,8058,7587
Henderson,KY,16,38744,40928,43112,45296
Henderson,NC,32,9184,39726,70268,100810
Henderson,TN,41,12211,17057,21903,26749
Henderson,TX,42,18189,38425,58661,78897
Hendricks,IN,13,8828,17656,76107,134558
Hendry,FL,8,6137,12275,25943,39611
Hennepin,MN,22,832198,933665,1035132,1136599
Henrico,VA,45,76024,147290,218556,289822
Henry,AL,0,13036,14231,15426,16621
Henry,GA,9,14971,29942,59885,186037
Henry,IA,14,17642,18469,19296,20123
Henry,IL,12,53881,52472,51063,49654
Henry,IN,13,50124,49143,48162,47181
Henry,KY,16,7131,9991,12851,15711
Henry,MO,24,15444,17762,20080,22398
Henry,OH,34,29492,29305,29118,28931
Henry,TN,41,20575,24260,27945,31630
Henry,VA,45,59534,58204,56874,55544
Herkimer,NY,31,72533,69208,65883,62558
Hernando,FL,8,18191,36382,102726,169070
Hertford,NC,32,20653,21504,22355,23206
Hettinger,ND,33,5412,4417,3422,2427
Hickman,KY,16,6846,6210,5574,4938
Hickman,TN,41,3065,9966,16867,23768
Hickory,MO,24,3777,5559,7341,9123
Hidalgo,NM,30,7948,6947,5946,4945
Hidalgo,TX,42,31943,63886,387200,710514
Highland,OH,34,22181,29005,35829,42653
Highland,VA,45,3013,2824,2635,2446
Highlands,FL,8,9016,39127,69238,99349
